recipe_name,ingredients_list,cuisine,cook_time_minutes,timing,calories,servings,rating,url,img_src,directions
Grilled Honey-Nectarine Ricotta Toast,"['teaspoon olive oil', 'large nectarine', 'pitted and cut into  wedges', 'thick slices crusty bread', 'tablespoons olive oil', '¼  whole-milk ricotta cheese', 'tablespoon crushed sliced almonds', 'leaves fresh mint', 'minced', 'teaspoons honey', 'or to taste']",american,10,"Prep Time: 10 mins, Cook Time: 10 mins, Additional Time: 5 mins, Total Time: 25 mins, Servings: 2, Yield: 2 servings",345,2,5.0,https://www.allrecipes.com/recipe/275175/grilled-honey-nectarine-ricotta-toast/,https://www.allrecipes.com/thmb/vK_jBo_mfLADTskNAsFtJNQqk04=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6906566-dbdbf45fb41a4fe4b6cb0da3f7207a89.jpg,"Preheat an outdoor grill for medium-high heat and lightly oil grate.
Drizzle 1 teaspoon olive oil onto a small plate. Place nectarine wedges on the plate and cover all sides with oil. Brush both sides of bread with 2 tablespoons olive oil.
Place nectarines onto the hot grate and grill 1 to 2 minutes per side; remove to a plate. When nectarine wedges have cooled slightly, cut each wedge in 1/2 lengthwise so you now have 16 pieces.
Place bread slices onto the hot grate and cook until grill marks appear and bread is toasted, about 1 minute per side; remove to a plate.
Spread ricotta cheese onto each slice of toast. Arrange 8 nectarine slices onto each toast and top with almonds. Sprinkle with mint and drizzle with honey. Cut each toast in half and serve."
Apple and Nectarine Pie,"['cooking spray', 'apples - peeled', 'cored and sliced', 'peel reserved', '½  white sugar', '½  light brown sugar', '½  water', '¼  brandy', 'teaspoon ground cinnamon', 'teaspoon vanilla extract', 'pastry for -inch double-crust pie', '½  package corn muffin mix', '¼  milk', 'nectarines', 'peeled and sliced']",american,60,"Prep Time: 30 mins, Cook Time: 1 hrs, Additional Time: 1 hrs, Total Time: 2 hrs 30 mins, Servings: 8, Yield: 1 9-inch pie",353,8,4.5,https://www.allrecipes.com/recipe/259034/apple-and-nectarine-pie/,https://www.allrecipes.com/thmb/9SFjTN_ooB7aHHC4xuZMhgnh3aY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8979337-3e154dd2ab1244b5a67148aa06815550.jpg,"Preheat oven to 425 degrees F (220 degrees C). Grease a 9-inch deep-dish pie plate.
Combine apple peels, white sugar, brown sugar, water, brandy, cinnamon, and vanilla extract in a saucepan; bring to a boil. Reduce temperature and simmer until fragrant, about 5 minutes. Remove apple peels with a fork.
Roll 1 crust into a 12-inch circle; place in the prepared pie plate. Roll out second crust into a 10-inch circle. Cut a few slits in the center to vent steam.
Mix corn muffin mix and milk in a bowl. Pour into pie plate.
Bake in the preheated oven for 5 to 8 minutes. Remove from oven. Layer apple slices and nectarine slices on top. Pour sugar mixture slowly over fruit; cover with second crust. Press crusts together to seal; flute edges.
Bake in the preheated oven for 10 minutes. Reduce heat to 350 degrees F (175 degrees C). Continue baking until top crust is golden brown, 35 to 45 minutes. Let cool to room temperature before slicing, about 1 hour."
Nectarine Blush,"['nectarines', 'pitted and chopped', 'tablespoons brown sugar', 'buttermilk']",american,2,"Prep Time: 2 mins, Cook Time: 2 mins, Total Time: 4 mins, Servings: 2, Yield: 2 cups",178,2,4.3,https://www.allrecipes.com/recipe/142435/nectarine-blush/,https://www.allrecipes.com/thmb/7Kv75JZPS7D7YtLmy1OEylZv7Yk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/918074-2a1ea06dfec043d5b3a39707e4d0d482.jpg,"Place the nectarines, brown sugar and buttermilk in the bowl of a blender and blend until smooth. Serve immediately."
"Summer Nectarine, Tomato, and Cucumber Salad","['tomatoes', 'cut into chunks', '½  cucumber - peeled', 'seeded', 'and diced', 'large ripe nectarine', 'diced', 'tablespoons chopped fresh cilantro', 'tablespoon olive oil', 'tablespoons crumbled goat cheese']",american,32,"Prep Time: 20 mins, Total Time: 20 mins, Servings: 4, Yield: 2 cups",85,4,4.0,https://www.allrecipes.com/recipe/258418/summer-nectarine-tomato-and-cucumber-salad/,https://www.allrecipes.com/thmb/BC_HXJfqgPv3rZ1-TFqsWHTG51k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9307952-dcb6a696b6044ef99a76794b127a55b2.jpg,"Mix tomatoes, cucumber, nectarine, and cilantro together in a bowl. Stir in olive oil gently. Sprinkle goat cheese over salad."
Sticky Orange Chicken with Nectarines,"['½  orange juice', '¼  light soy sauce', 'tablespoons buckwheat honey', 'tablespoons hot sauce', 'tablespoons brown sugar', 'teaspoons chopped fresh ginger', 'teaspoons chopped fresh garlic', 'tablespoons all-purpose flour', 'salt and ground black pepper to taste', 'pinch italian seasoning', 'skinless', 'boneless chicken breast halves', 'tablespoon extra-virgin olive oil', 'or as needed', 'nectarines', 'sliced']",american,10,"Prep Time: 20 mins, Cook Time: 10 mins, Total Time: 30 mins, Servings: 4, Yield: 4 chicken breast halves",286,4,4.0,https://www.allrecipes.com/recipe/263800/sticky-orange-chicken-with-nectarines/,https://www.allrecipes.com/thmb/f4430tGFjFznP7CLHhYyNbUlXA8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5673294-608cc2eb9c7541fda2dc209cb4b0d08b.jpg,"Mix orange juice, soy sauce, honey, hot sauce, brown sugar, ginger, and garlic together in a small bowl to make the sauce.
Season flour lightly with salt, pepper, and Italian seasoning. Cut chicken breasts into 1/2-inch strips. Dredge chicken pieces in the seasoned flour; sprinkle more salt and pepper on top.
Heat oil in a large skillet over medium heat. Add chicken strips and brown on both sides, 1 to 2 minutes per side. Pour in the orange sauce. Reduce heat and simmer, uncovered, until sauce thickens and chicken is no longer pink in the centers, 8 to 10 minutes.
Plate the chicken and top with nectarine slices."
Nectarine-Raspberry Crumble,"['½ pounds nectarines', 'container fresh raspberries', 'tablespoons white sugar', '¾  brown sugar', 'tablespoons unsalted butter', 'room temperature and cut into chunks', '¾  all-purpose flour', '½  rolled oats', 'teaspoon ground cinnamon', '½ teaspoon ground nutmeg', '¼ teaspoon salt']",american,50,"Prep Time: 20 mins, Cook Time: 50 mins, Total Time: 1 hrs 10 mins, Servings: 6, Yield: 6 servings",475,6,4.0,https://www.allrecipes.com/recipe/265422/nectarine-raspberry-crumble/,https://www.allrecipes.com/thmb/h5pNcWRGfz4Xc-Gtx2uLmrlNOB4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5536375-ef18faf5907849afbe82fcdf3d836870.jpg,"Preheat the oven to 375 degrees F (190 degrees C).
Bring a large pot of water to a boil. Submerge nectarines for about 30 seconds. Remove with a slotted spoon and let cool until safe to handle. Peel, halve, remove pit, and slice. Combine sliced nectarines, raspberries, and white sugar in a bowl. Transfer to a baking dish.
Combine brown sugar, butter, flour, oats, cinnamon, nutmeg, and salt in a bowl. Rub between your fingers to create streusel. Sprinkle streusel evenly over fruit.
Bake in the preheated oven until crumble is lightly browned, 45 to 60 minutes."
Nectarine Bars,"['all-purpose flour', '½  white sugar', 'divided', '½  butter', 'nectarines', 'sliced', 'divided', 'tablespoon cornstarch', 'eggs']",american,55,"Prep Time: 20 mins, Cook Time: 55 mins, Additional Time: 30 mins, Total Time: 1 hrs 45 mins, Servings: 12, Yield: 1 9x13-inch baking pan",277,12,5.0,https://www.allrecipes.com/recipe/258417/nectarine-bars/,https://www.allrecipes.com/thmb/ExSAQ107x7hgdgeh-t--PToVtiA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8421032-51fb0ba1f37a46d7956d46594bad26f9.jpg,"Preheat oven to 350 degrees F (175 degrees C).
Combine flour and 1/2 cup sugar in a 9x13-inch baking pan; cut in butter until mixture is crumbly. Press firmly into an even layer.
Bake in preheated oven until crust is slightly browned, about 25 minutes.
Place 1/3 of the nectarine slices in a blender and puree until smooth. Stir cornstarch into the mixture until evenly distributed.
Beat eggs in a large bowl until light, using an electric mixer; gradually beat in 1 cup sugar until well combined. Stir in the blended nectarine mixture; pour over hot baked crust.
Bake until almost set, about 30 minutes. Let cool completely on a rack, 30 minutes to 1 hour; cut into bars. Top bars with remaining nectarine slices."
"Summer Salad with Burrata, Tomatoes, and Nectarines","['nectarines', 'pitted and chopped', 'large heirloom tomatoes', 'chopped', 'balls burrata cheese', 'cut into -inch pieces', 'tablespoons fresh basil', 'chopped', 'or to taste']",italian,20,"Prep Time: 15 mins, Total Time: 15 mins, Servings: 4, Yield: 4 servings",361,4,4.5,https://www.allrecipes.com/recipe/266997/summer-salad-with-burrata-tomatoes-and-nectarines/,https://www.allrecipes.com/thmb/fTzkEFOkOA5gjjNG1hOIK-Iyor8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/266997-2-4170dd77cc684546894cdab59c980c87.jpg,"Combine nectarines, tomatoes, burrata cheese, and basil in a bowl.
Stir together olive oil, vinegar, mustard, and honey. Season with salt and pepper. Drizzle dressing over salad."
Drupey Pie,"['all-purpose flour', 'teaspoon salt', '.  butter', 'tablespoons ice water', 'pitted sour cherries', 'nectarines', 'pitted and chopped', 'fresh apricots', 'pitted and sliced', '⅝  turbinado sugar', 'pinch ground cinnamon', 'tablespoon cornstarch', 'tablespoons all-purpose flour', 'tablespoons butter', 'cut into pieces', 'teaspoon water', 'egg yolk']",american,50,"Prep Time: 1 hrs, Cook Time: 50 mins, Total Time: 1 hrs 50 mins, Servings: 8, Yield: 1 to 9 - inch pie",430,8,4.9,https://www.allrecipes.com/recipe/19869/drupey-pie/,https://www.allrecipes.com/thmb/Fbhmw1D6to6-0NUDX-Mp7aiG7pU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/659299-550427baa3674c86bbd27f51d38843d0.jpg,"Preheat oven to 425 degrees F (220 degrees C). Place cherries, nectarines and apricots into a colander to drain off any excess liquid.
To Make Dough: In a medium bowl, combine flour and salt. Cut 3/4 cup of butter into flour mixture until it resembles coarse crumbs. Pour in one tablespoon of water at a time until the dough sticks together. Add additional water if necessary. Divide dough into two parts. Roll out one half toa circle 1/8 of an inch thick, then place in a 9 inch pie pan. Roll out the other half of the dough and cut into long strips about 1/2 inch wide. Set aside.
To Make Filling: Place the drained fruit mixture into a medium bowl, Stir in the sugar, cinnamon, cornstarch and flour; pour into the prepared pie pan. Dot with the remaining two tablespoons of butter. Arrange the pastry strips into a lattice top and crimp edges. In a small bowl, whisk together the egg yolk and teaspoon of water, and use a pastry brush to coat just the lattice strips--not the edges.
Bake in the preheated oven and bake for 25 minutes, until the crust begins to brown. Reduce the heat to 350 degrees F (175 degrees C) and bake for an additional 20 to 25 minutes. Remove from oven and let cool a bit before serving."
Fresh Fruit Basket Cobbler,"['sliced fresh peaches', 'sliced fresh nectarines', 'pitted and quartered plums', 'teaspoon cornstarch', 'currant jelly', '½ teaspoon apple pie spice', '⅛ teaspoon white pepper', 'can refrigerated flaky biscuits', '¼  white sugar', '¼ teaspoon ground cinnamon']",american,20,"Prep Time: 20 mins, Cook Time: 20 mins, Additional Time: 20 mins, Total Time: 1 hrs, Servings: 8, Yield: 1 8x13-inch dish",368,8,4.5,https://www.allrecipes.com/recipe/215149/fresh-fruit-basket-cobbler/,https://www.allrecipes.com/thmb/M2HlzlgXhGsLA1Et3vSOTGcCRqM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8006984-bf67a91a3bc44dd98c519ead52c34f91.jpg,"Preheat oven to 350 degrees F (175 degrees C). Spray an 8x13-inch baking dish with cooking spray.
In a large bowl, lightly mix together the peach, nectarine, and plum slices until well mixed, and toss with the cornstarch to dust the fruit. Pour in the currant jelly, apple pie spice, and white pepper, and lightly mix again with your hands to coat the fruit with the jelly and seasonings. Spread the fruit into the prepared baking dish.
Pop open the can of biscuits, and cut them in half. Arrange the biscuit dough halves on top of the fruit. Mix the sugar and cinnamon in a small bowl, and sprinkle the mixture evenly on the biscuit dough.
Bake in the preheated oven until the biscuits are golden brown, 20 to 25 minutes. Allow to cool on a rack for at least 20 minutes to let the dish set up."
Summer Fruit Salad II,"['cubed  seedless watermelon', 'large white peach', 'pitted and cut into small cubes', 'large nectarine', 'pitted and cut into small cubes', 'black plum', 'pitted and cut into small cubes', 'fresh blueberries', '½  seedless red grapes', 'halved', '½  shredded coconut', 'teaspoon ground cinnamon', '½  nondairy whipped topping']",american,32,"Prep Time: 25 mins, Additional Time: 1 hrs, Total Time: 1 hrs 25 mins, Servings: 12, Yield: 6 cups",70,12,4.7,https://www.allrecipes.com/recipe/215586/summer-fruit-salad-ii/,https://www.allrecipes.com/thmb/UQvmLYw7EX-lT2TOlI9iiAtPI9s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/855858-e382c9d6dd754b209f2148664e4ba50c.jpg,"Gently toss the watermelon, peach, nectarine, plum, blueberries, and grapes together in a large bowl. Sprinkle the coconut and cinnamon over the fruit mixture and lightly stir to mix. Cover the bowl with plastic wrap and chill in refrigerator at least 1 hour before serving. Top with whipped topping as desired."
KK's Three Fruit Cobbler,"['nectarines', 'pitted and cut into bite-size pieces', 'tart plums', 'pitted and cut into bite-size pieces', '½ pint fresh raspberries', 'all-purpose flour', '¾  white sugar', '¼  packed brown sugar', 'teaspoon ground ginger', '½ teaspoon ground cinnamon', '⅔  cold unsalted butter']",american,25,"Prep Time: 15 mins, Cook Time: 25 mins, Total Time: 40 mins, Servings: 8, Yield: 1 9x13-inch dish",348,8,4.4,https://www.allrecipes.com/recipe/215148/kks-three-fruit-cobbler/,https://www.allrecipes.com/thmb/5aveNqecKQUXL4JlDz8flnWmQlQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6889870-cd27a7daeaed44588951073256ec8b1f.jpg,"Preheat oven to 350 degrees F (175 degrees C).
Spread the nectarine and plum pieces into the bottom of a 13x9-inch baking dish. Sprinkle the raspberries over the fruit. Whisk together the flour, white sugar, brown sugar, ginger, and cinnamon in a bowl; cut the butter into the flour mixture with a pastry cutter until it resembles coarse crumbs. Spread the crumb mixture evenly over the fruit and raspberries.
Bake in the preheated oven for 15 minutes, and turn the dish around in the oven for even cooking. Bake another 10 to 15 minutes; if crumb topping is pale, place dish under broiler for 1 to 3 minutes to brown."
Fresh Nectarine Cake with Blackberries,"['½  unsalted butter', 'at room temperature', 'eggs', '½  white sugar', 'pinch salt', '½  all-purpose flour', '¼ teaspoons baking powder', 'tablespoon milk', 'or more as needed', 'fresh nectarines - peeled', 'halved', 'and pitted', 'or more to taste', 'container fresh blackberries', 'or more to taste', ""tablespoon confectioners' sugar""]",american,45,"Prep Time: 20 mins, Cook Time: 45 mins, Additional Time: 5 mins, Total Time: 1 hrs 10 mins, Servings: 8, Yield: 1 9-inch cake",293,8,5.0,https://www.allrecipes.com/recipe/263853/fresh-nectarine-cake-with-blackberries/,https://www.allrecipes.com/thmb/_vXcgp6tLPtA9z-nwgJcU979ouI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5317700-9e40560acd12435e8f7077594d215815.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9-inch springform pan.
Beat butter in a large bowl with an electric mixer until creamy. Add sugar and salt gradually and mix in well. Add eggs one at a time, beating well after each addition.
Combine flour and baking powder, sift, and quickly beat into the batter on low speed. Thin batter with a little milk if needed. Pour batter into the prepared springform pan. Arrange nectarines and blackberries on top in a decorative pattern.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 45 minutes. Dust with confectioners' sugar and cool on a wire rack for 5 minutes. Run a table knife around the edges to loosen. Invert carefully onto a serving plate or cooling rack. Let cool completely."
